,fighter_name,fight#,outcome,opponent_name,event,date
241,Tom Breese,1,win,Luiz Dutra,UFC Fight Night: Condit vs Alves,"May. 30, 2015"
242,KB Bhullar,1,loss,Tom Breese,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
243,Chris Daukaus,2,win,Rodrigo Nascimento,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
244,Chris Daukaus,1,win,Parker Porter,UFC 252: Miocic vs. Cormier 3,"Aug. 15, 2020"
245,Rodrigo Nascimento,3,loss,Chris Daukaus,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
246,Rodrigo Nascimento,2,win,Don'Tale Mayes,UFC Fight Night: Overeem vs. Harris,"May. 16, 2020"
247,Rodrigo Nascimento,1,win,Michal Martinek,DWCS 3.6,"Jul. 30, 2019"
248,Joaquin Buckley,2,win,Impa Kasanganay,UFC Fight Night: Moraes vs. Sandhagen,"Nov. 21, 2020"
249,Joaquin Buckley,1,loss,Kevin Holland,UFC Fight Night: Lewis vs. Oleinik,"Oct. 10, 2020"
250,Impa Kasanganay,4,loss,Joaquin Buckley,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
251,Impa Kasanganay,3,win,Maki Pitolo,UFC Fight Night: Smith vs. Rakic,"Aug. 29, 2020"
252,Impa Kasanganay,2,win,Anthony Adams,DWCS 4.2,"Aug. 11, 2020"
253,Impa Kasanganay,1,win,Kailan Hill,DWCS 3.10,"Aug. 27, 2019"
254,Tony Kelley,2,win,Ali AlQaisi,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
255,Tony Kelley,1,loss,Kai Kamaka,UFC 252: Miocic vs. Cormier 3,"Aug. 15, 2020"
256,Ali AlQaisi,2,loss,Tony Kelley,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
257,Ali AlQaisi,1,loss,Irwin Rivera,UFC Fight Night: Lewis vs. Oleinik,"Aug. 08, 2020"
258,Giga Chikadze,5,win,Omar Morales,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
259,Giga Chikadze,4,win,Irwin Rivera,UFC Fight Night: Overeem vs. Harris,"May. 16, 2020"
260,Giga Chikadze,3,win,Jamall Emmers,UFC 248: Adesanya vs. Romero,"Mar. 07, 2020"
261,Giga Chikadze,2,win,Brandon Davis,UFC Fight Night: Hermansson vs. Cannonier,"Sep. 28, 2019"
262,Giga Chikadze,1,loss,Austin Springer,DWCS 2.2,"Jun. 19, 2018"
263,Omar Morales,4,loss,Giga Chikadze,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
264,Omar Morales,3,win,Gabriel Benitez,UFC Fight Night: Smith vs. Teixeira,"May. 13, 2020"
265,Omar Morales,2,win,Dong Hyun Ma,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
266,Omar Morales,1,win,Harvey Park,DWCS 3.7,"Aug. 06, 2019"
267,Tracy Cortez,3,win,Stephanie Egger,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
268,Tracy Cortez,2,win,Vanessa Melo,UFC Fight Night: Blachowicz vs. Jacare,"Nov. 16, 2019"
269,Tracy Cortez,1,win,Mariya Agapova,DWCS 3.6,"Jul. 30, 2019"
270,Stephanie Egger,1,loss,Tracy Cortez,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
271,Tagir Ulanbekov,1,win,Bruno Silva,UFC Fight Night: Moraes vs. Sandhagen,"Oct. 10, 2020"
272,Holly Holm,12,win,Irene Aldana,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
273,Holly Holm,11,win,Raquel Pennington,UFC 246: McGregor vs. Cowboy,"Jan. 18, 2020"
274,Holly Holm,10,loss,Amanda Nunes,UFC 239: Jones vs. Santos,"Jul. 06, 2019"
275,Holly Holm,9,win,Megan Anderson,UFC 225: Whittaker vs. Romero 2,"Jun. 09, 2018"
276,Holly Holm,8,loss,Cristiane Justino,UFC 219: Cyborg vs. Holm,"Dec. 30, 2017"
277,Holly Holm,7,win,Bethe Correia,UFC Fight Night: Holm vs. Correia,"Jun. 17, 2017"
278,Holly Holm,6,loss,Germaine de Randamie,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017"
279,Holly Holm,5,loss,Valentina Shevchenko,UFC on FOX: Holm vs. Shevchenko,"Jul. 23, 2016"
280,Holly Holm,4,loss,Miesha Tate,UFC 196: McGregor vs Diaz,"Mar. 05, 2016"
281,Holly Holm,3,win,Ronda Rousey,UFC 193: Rousey vs Holm,"Nov. 14, 2015"
282,Holly Holm,2,win,Marion Reneau,UFC Fight Night: Mir vs Duffee,"Jul. 15, 2015"
283,Holly Holm,1,win,Raquel Pennington,UFC 184: Rousey vs Zingano,"Feb. 28, 2015"
284,Irene Aldana,9,loss,Holly Holm,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
285,Irene Aldana,8,win,Ketlen Vieira,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
286,Irene Aldana,7,win,Vanessa Melo,UFC Fight Night: Rodriguez vs. Stephens,"Sep. 21, 2019"
287,Irene Aldana,6,loss,Raquel Pennington,UFC Fight Night: Dos Anjos vs. Edwards,"Jul. 20, 2019"
288,Irene Aldana,5,win,Bethe Correia,UFC 237: Namajunas vs. Andrade,"May. 11, 2019"
289,Irene Aldana,4,win,Lucie Pudilova,UFC 228: Woodley vs. Till,"Sep. 08, 2018"
290,Irene Aldana,3,win,Talita Bernardo,UFC Fight Night: Stephens vs. Choi,"Jan. 14, 2018"
291,Irene Aldana,2,loss,Katlyn Chookagian,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017"
292,Irene Aldana,1,loss,Leslie Smith,UFC on FOX: VanZant vs. Waterson,"Dec. 17, 2016"
293,Carlos Felipe,2,win,Yorgan De Castro,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
294,Carlos Felipe,1,loss,Serghei Spivac,UFC Fight Night: Figueiredo vs. Benavidez 2,"Jul. 18, 2020"
295,Yorgan De Castro,4,loss,Carlos Felipe,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
296,Yorgan De Castro,3,loss,Greg Hardy,UFC 249: Ferguson vs. Gaethje,"May. 09, 2020"
297,Yorgan De Castro,2,win,Justin Tafa,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019"
298,Yorgan De Castro,1,win,Sanford Alton Meeks,DWCS 3.1,"Jun. 18, 2019"
299,Germaine de Randamie,12,win,Julianna Pena,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
300,Germaine de Randamie,11,loss,Amanda Nunes,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
301,Germaine de Randamie,10,win,Aspen Ladd,UFC Fight Night: De Randamie vs. Ladd,"Jul. 13, 2019"
302,Germaine de Randamie,9,win,Raquel Pennington,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018"
303,Germaine de Randamie,8,win,Holly Holm,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017"
304,Germaine de Randamie,7,win,Anna Elmose,UFC Fight Night: Overeem vs Arlovski,"May. 08, 2016"
305,Germaine de Randamie,6,win,Larissa Pacheco,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015"
306,Germaine de Randamie,5,loss,Amanda Nunes,UFC Fight Night: Fight for the Troops 3,"Nov. 06, 2013"
307,Germaine de Randamie,4,win,Julie Kedzie,UFC on FOX: Johnson vs Moraga,"Jul. 27, 2013"
308,Germaine de Randamie,3,win,Hiroko Yamanaka,Strikeforce - Rousey vs Kaufman,"Aug. 18, 2012"
309,Germaine de Randamie,2,loss,Julia Budd,Strikeforce Challengers 16,"Jun. 24, 2011"
310,Germaine de Randamie,1,win,Stephanie Webber,Strikeforce - Diaz vs. Cyborg,"Jan. 29, 2011"
311,Julianna Pena,7,loss,Germaine de Randamie,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
312,Julianna Pena,6,win,Nicco Montano,UFC Fight Night: De Randamie vs. Ladd,"Jul. 13, 2019"
313,Julianna Pena,5,loss,Valentina Shevchenko,UFC on FOX: Shevchenko vs. Pena,"Jan. 28, 2017"
314,Julianna Pena,4,win,Cat Zingano,UFC 200: Tate vs Nunes,"Jul. 09, 2016"
315,Julianna Pena,3,win,Jessica Eye,UFC 192: Cormier vs Gustafsson,"Oct. 03, 2015"
316,Julianna Pena,2,win,Milana Dudieva,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015"
317,Julianna Pena,1,win,Jessica Rakoczy,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"Nov. 30, 2013"
318,Kyler Phillips,3,win,Cameron Else,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
319,Kyler Phillips,2,win,Gabriel Silva,UFC Fight Night: Benavidez vs. Figueiredo,"Feb. 29, 2020"
320,Kyler Phillips,1,win,James Gray,DWCS 1.4,"Aug. 01, 2017"
321,Cameron Else,1,loss,Kyler Phillips,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
322,Dusko Todorovic,2,win,Dequan Townsend,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
323,Dusko Todorovic,1,win,Teddy Ash,DWCS 3.10,"Aug. 27, 2019"
324,Dequan Townsend,4,loss,Dusko Todorovic,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
325,Dequan Townsend,3,loss,Devin Clark,UFC Fight Night: Anderson vs. Blachowicz,"Feb. 15, 2020"
326,Dequan Townsend,2,loss,Bevon Lewis,UFC Fight Night: Blaydes vs. Dos Santos,"Jan. 25, 2020"
327,Dequan Townsend,1,loss,Dalcha Lungiambula,UFC Fight Night: Ngannou vs. Dos Santos,"Jun. 29, 2019"
328,Carlos Condit,23,win,Court McGee,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
329,Carlos Condit,22,loss,Michael Chiesa,UFC 232: Jones vs. Gustafsson 2,"Dec. 29, 2018"
330,Carlos Condit,21,loss,Alex Oliveira,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
331,Carlos Condit,20,loss,Neil Magny,UFC 219: Cyborg vs. Holm,"Dec. 30, 2017"
332,Carlos Condit,19,loss,Demian Maia,UFC on FOX: Maia vs. Condit,"Aug. 27, 2016"
333,Carlos Condit,18,loss,Robbie Lawler,UFC 195: Lawler vs Condit,"Jan. 02, 2016"
334,Carlos Condit,17,win,Thiago Alves,UFC Fight Night: Condit vs Alves,"May. 30, 2015"
335,Carlos Condit,16,loss,Tyron Woodley,UFC 171: Hendricks vs Lawler,"Mar. 15, 2014"
336,Carlos Condit,15,win,Martin Kampmann,UFC Fight Night: Condit vs Kampmann 2,"Aug. 28, 2013"
337,Carlos Condit,14,loss,Johny Hendricks,UFC 158: St-Pierre vs Diaz,"Mar. 16, 2013"
338,Carlos Condit,13,loss,Georges St-Pierre,UFC 154: St-Pierre vs Condit,"Nov. 17, 2012"
339,Carlos Condit,12,win,Nick Diaz,UFC 143: Diaz vs Condit,"Feb. 04, 2012"
340,Carlos Condit,11,win,Dong Hyun Kim,UFC 132: Cruz vs Faber,"Jul. 02, 2011"
341,Carlos Condit,10,win,Dan Hardy,UFC 120: Bisping vs Akiyama,"Oct. 16, 2010"
342,Carlos Condit,9,win,Rory MacDonald,UFC 115: Liddell vs Franklin,"Jun. 12, 2010"
343,Carlos Condit,8,win,Jake Ellenberger,UFC Fight Night: Diaz vs Guillard,"Sep. 16, 2009"
344,Carlos Condit,7,loss,Martin Kampmann,UFC Fight Night: Condit vs Kampmann,"Apr. 01, 2009"
345,Carlos Condit,6,win,Hiromitsu Miura,WEC 35: Condit vs. Miura,"Aug. 03, 2008"
346,Carlos Condit,5,win,Carlo Prater,WEC 32: Condit vs. Prater,"Feb. 13, 2008"
347,Carlos Condit,4,win,Brock Larson,WEC 29: Condit vs. Larson,"Aug. 05, 2007"
348,Carlos Condit,3,win,John Alessio,WEC 26: Condit vs. Alessio,"Mar. 24, 2007"
349,Carlos Condit,2,win,Kyle Jensen,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
350,Carlos Condit,1,loss,Jake Shields,ROTR 9,"Apr. 21, 2006"
351,Court McGee,17,loss,Carlos Condit,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
352,Court McGee,16,loss,Sean Brady,UFC Fight Night: Reyes vs. Weidman,"Oct. 18, 2019"
353,Court McGee,15,loss,Dhiego Lima,UFC Fight Night: Jacare vs. Hermansson,"Apr. 27, 2019"
354,Court McGee,14,win,Alex Garcia,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
355,Court McGee,13,loss,Sean Strickland,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017"
356,Court McGee,12,loss,Ben Saunders,UFC Fight Night: Rodriguez vs. Penn,"Jan. 15, 2017"
357,Court McGee,11,win,Dominique Steele,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
358,Court McGee,10,loss,Santiago Ponzinibbio,UFC on FOX: Teixeira vs Evans,"Apr. 16, 2016"
359,Court McGee,9,win,Marcio Alexandre Junior,UFC 194: Aldo vs McGregor,"Dec. 12, 2015"
360,Court McGee,8,loss,Ryan LaFlare,UFC on FOX: Johnson vs. Benavidez 2,"Dec. 14, 2013"
361,Court McGee,7,win,Robert Whittaker,UFC Fight Night: Condit vs Kampmann 2,"Aug. 28, 2013"
362,Court McGee,6,win,Josh Neer,UFC 157: Rousey vs Carmouche,"Feb. 23, 2013"
363,Court McGee,5,loss,Nick Ring,UFC 149: Faber vs Barao,"Jul. 21, 2012"
364,Court McGee,4,loss,Constantinos Philippou,UFC on FX: Alves vs Kampmann,"Mar. 02, 2012"
365,Court McGee,3,win,Dongi Yang,UFC Fight Night: Shields vs Ellenberger,"Sep. 17, 2011"
366,Court McGee,2,win,Ryan Jensen,UFC 121: Lesnar vs Velasquez,"Oct. 23, 2010"
367,Court McGee,1,win,Kris McCray,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"Jun. 19, 2010"
368,Charles Jourdain,4,draw,Josh Culibao,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
369,Charles Jourdain,3,loss,Andre Fili,UFC Fight Night: Eye vs. Calvillo,"Jun. 13, 2020"
370,Charles Jourdain,2,win,Dooho Choi,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
371,Charles Jourdain,1,loss,Desmond Green,UFC Fight Night: Dos Anjos vs. Lee,"May. 18, 2019"
372,Josh Culibao,2,draw,Charles Jourdain,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
373,Josh Culibao,1,loss,Jalin Turner,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
374,Nassourdine Imavov,1,win,Jordan Williams,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
375,Jordan Williams,4,loss,Nassourdine Imavov,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
376,Jordan Williams,3,win,Gregory Rodrigues,DWCS 4.7,"Sep. 15, 2020"
377,Jordan Williams,2,loss,Ramazan Kuramagomedov,DWCS 3.5,"Jul. 23, 2019"
378,Jordan Williams,1,nc,Tim Caron,DWCS 2.3,"Jun. 26, 2018"
379,Loma Lookboonmee,3,win,Jinh Yu Frey,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
380,Loma Lookboonmee,2,loss,Angela Hill,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
381,Loma Lookboonmee,1,win,Aleksandra Albu,UFC Fight Night: Maia vs. Askren,"Oct. 26, 2019"
382,Jinh Yu Frey,2,loss,Loma Lookboonmee,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
383,Jinh Yu Frey,1,loss,Kay Hansen,UFC Fight Night: Poirier vs. Hooker,"Jun. 27, 2020"
384,Casey Kenney,7,win,Heili Alateng,UFC Fight Night: Holm vs. Aldana,"Oct. 24, 2020"
385,Casey Kenney,6,win,Louis Smolka,UFC Fight Night: Woodley vs. Burns,"Oct. 03, 2020"
386,Casey Kenney,5,loss,Merab Dvalishvili,UFC Fight Night: Anderson vs. Blachowicz,"May. 30, 2020"
387,Casey Kenney,4,win,Manny Bermudez,UFC 241: Cormier vs. Miocic 2,"Feb. 15, 2020"
388,Casey Kenney,3,win,Ray Borg,UFC Fight Night: Barboza vs. Gaethje,"Aug. 17, 2019"
389,Casey Kenney,2,loss,Adam Antolin,DWCS 1.8,"Mar. 30, 2019"
390,Casey Kenney,1,win,CJ Hamilton,DWCS 1.2,"Aug. 29, 2017"
391,Heili Alateng,3,loss,Casey Kenney,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
392,Heili Alateng,2,win,Ryan Benoit,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
393,Heili Alateng,1,win,Batgerel Danaa,UFC Fight Night: Andrade vs. Zhang,"Aug. 31, 2019"
394,Luigi Vendramini,2,win,Jessin Ayari,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
395,Luigi Vendramini,1,loss,Elizeu Zaleski dos Santos,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
396,Jessin Ayari,4,loss,Luigi Vendramini,UFC Fight Night: Holm vs. Aldana,"Oct. 03, 2020"
397,Jessin Ayari,3,loss,Stevie Ray,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
398,Jessin Ayari,2,loss,Darren Till,UFC Fight Night: Gustafsson vs. Teixeira,"May. 28, 2017"
399,Jessin Ayari,1,win,Jim Wallhead,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016"
400,Israel Adesanya,9,win,Paulo Costa,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
401,Israel Adesanya,8,win,Yoel Romero,UFC 248: Adesanya vs. Romero,"Mar. 07, 2020"
402,Israel Adesanya,7,win,Robert Whittaker,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019"
403,Israel Adesanya,6,win,Kelvin Gastelum,UFC 236: Holloway vs. Poirier 2,"Apr. 13, 2019"
404,Israel Adesanya,5,win,Anderson Silva,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
405,Israel Adesanya,4,win,Derek Brunson,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018"
406,Israel Adesanya,3,win,Brad Tavares,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018"
407,Israel Adesanya,2,win,Marvin Vettori,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
408,Israel Adesanya,1,win,Rob Wilkinson,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
409,Paulo Costa,6,loss,Israel Adesanya,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
410,Paulo Costa,5,win,Yoel Romero,UFC 241: Cormier vs. Miocic 2,"Aug. 17, 2019"
411,Paulo Costa,4,win,Uriah Hall,UFC 226: Miocic vs. Cormier,"Jul. 07, 2018"
412,Paulo Costa,3,win,Johny Hendricks,UFC 217: Bisping vs. St-Pierre,"Nov. 04, 2017"
413,Paulo Costa,2,win,Oluwale Bamgbose,UFC 212: Aldo vs. Holloway,"Jun. 03, 2017"
414,Paulo Costa,1,win,Garreth McLellan,UFC Fight Night: Belfort vs. Gastelum,"Mar. 11, 2017"
415,Jan Blachowicz,15,win,Dominick Reyes,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
416,Jan Blachowicz,14,win,Corey Anderson,UFC Fight Night: Anderson vs. Blachowicz,"Feb. 15, 2020"
417,Jan Blachowicz,13,win,Jacare Souza,UFC Fight Night: Blachowicz vs. Jacare,"Nov. 16, 2019"
418,Jan Blachowicz,12,win,Luke Rockhold,UFC 239: Jones vs. Santos,"Jul. 06, 2019"
419,Jan Blachowicz,11,loss,Thiago Santos,UFC Fight Night: Blachowicz vs. Santos,"Feb. 23, 2019"
420,Jan Blachowicz,10,win,Nikita Krylov,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
421,Jan Blachowicz,9,win,Jimi Manuwa,UFC Fight Night: Werdum vs. Volkov,"Mar. 17, 2018"
422,Jan Blachowicz,8,win,Jared Cannonier,UFC Fight Night: Lawler vs. Dos Anjos,"Dec. 16, 2017"
423,Jan Blachowicz,7,win,Devin Clark,UFC Fight Night: Cerrone vs. Till,"Oct. 21, 2017"
424,Jan Blachowicz,6,loss,Patrick Cummins,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017"
425,Jan Blachowicz,5,loss,Alexander Gustafsson,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016"
426,Jan Blachowicz,4,win,Igor Pokrajac,UFC Fight Night: Rothwell vs Dos Santos,"Apr. 10, 2016"
427,Jan Blachowicz,3,loss,Corey Anderson,UFC 191: Johnson vs Dodson 2,"Sep. 05, 2015"
428,Jan Blachowicz,2,loss,Jimi Manuwa,UFC Fight Night: Gonzaga vs Cro Cop 2,"Apr. 11, 2015"
429,Jan Blachowicz,1,win,Ilir Latifi,UFC Fight Night: Nelson vs Story,"Oct. 04, 2014"
430,Dominick Reyes,8,loss,Jan Blachowicz,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
431,Dominick Reyes,7,loss,Jon Jones,UFC 247: Jones vs. Reyes,"Feb. 08, 2020"
432,Dominick Reyes,6,win,Chris Weidman,UFC Fight Night: Reyes vs. Weidman,"Oct. 18, 2019"
433,Dominick Reyes,5,win,Volkan Oezdemir,UFC Fight Night: Till vs. Masvidal,"Mar. 16, 2019"
434,Dominick Reyes,4,win,Ovince Saint Preux,UFC 229: Khabib vs. McGregor,"Oct. 06, 2018"
435,Dominick Reyes,3,win,Jared Cannonier,UFC Fight Night: Maia vs. Usman,"May. 19, 2018"
436,Dominick Reyes,2,win,Jeremy Kimball,UFC 218: Holloway vs. Aldo 2,"Dec. 02, 2017"
437,Dominick Reyes,1,win,Joachim Christensen,UFC Fight Night: Chiesa vs. Lee,"Jun. 25, 2017"
438,Brandon Royval,2,win,Kai Kara-France,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
439,Brandon Royval,1,win,Tim Elliott,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020"
440,Kai Kara-France,6,loss,Brandon Royval,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
441,Kai Kara-France,5,win,Tyson Nam,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
442,Kai Kara-France,4,loss,Brandon Moreno,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
443,Kai Kara-France,3,win,Mark De La Rosa,UFC Fight Night: Andrade vs. Zhang,"Aug. 31, 2019"
444,Kai Kara-France,2,win,Raulian Paiva,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
445,Kai Kara-France,1,win,Elias Garcia,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
446,Ketlen Vieira,6,win,Sijara Eubanks,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
447,Ketlen Vieira,5,loss,Irene Aldana,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
448,Ketlen Vieira,4,win,Cat Zingano,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
449,Ketlen Vieira,3,win,Sara McMann,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
450,Ketlen Vieira,2,win,Ashlee Evans-Smith,UFC on FOX: Johnson vs. Reis,"Apr. 15, 2017"
451,Ketlen Vieira,1,win,Kelly Faszholz,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016"
452,Sijara Eubanks,7,loss,Ketlen Vieira,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
453,Sijara Eubanks,6,win,Julia Avila,UFC Fight Night: Waterson vs. Hill,"Sep. 12, 2020"
454,Sijara Eubanks,5,win,Sarah Moras,UFC Fight Night: Smith vs. Teixeira,"May. 13, 2020"
455,Sijara Eubanks,4,loss,Bethe Correia,UFC Fight Night: Rodriguez vs. Stephens,"Sep. 21, 2019"
456,Sijara Eubanks,3,loss,Aspen Ladd,UFC Fight Night: Dos Anjos vs. Lee,"May. 18, 2019"
457,Sijara Eubanks,2,win,Roxanne Modafferi,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018"
458,Sijara Eubanks,1,win,Lauren Murphy,UFC Fight Night: Rivera vs. Moraes,"Jun. 01, 2018"
459,Hakeem Dawodu,6,win,Zubaira Tukhugov,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
460,Hakeem Dawodu,5,win,Julio Arce,UFC 244: Masvidal vs. Diaz,"Nov. 02, 2019"
461,Hakeem Dawodu,4,win,Yoshinori Horie,UFC 240: Holloway vs. Edgar,"Jul. 27, 2019"
462,Hakeem Dawodu,3,win,Kyle Bochniak,UFC 231: Holloway vs. Ortega,"Dec. 08, 2018"
463,Hakeem Dawodu,2,win,Austin Arnett,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018"
464,Hakeem Dawodu,1,loss,Danny Henry,UFC Fight Night: Werdum vs. Volkov,"Mar. 17, 2018"
465,Zubaira Tukhugov,7,loss,Hakeem Dawodu,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
466,Zubaira Tukhugov,6,win,Kevin Aguilar,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
467,Zubaira Tukhugov,5,draw,Lerone Murphy,UFC 242: Khabib vs. Poirier,"Sep. 07, 2019"
468,Zubaira Tukhugov,4,loss,Renato Moicano,UFC 198: Werdum vs Miocic,"May. 14, 2016"
469,Zubaira Tukhugov,3,win,Phillipe Nover,UFC Fight Night: Namajunas vs. VanZant,"Dec. 10, 2015"
470,Zubaira Tukhugov,2,win,Ernest Chavez,UFC Fight Night: Nelson vs Story,"Oct. 04, 2014"
471,Zubaira Tukhugov,1,win,Douglas Silva de Andrade,UFC Fight Night: Machida vs Mousasi,"Feb. 15, 2014"
472,Brad Riddell,3,win,Alex Da Silva,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
473,Brad Riddell,2,win,Magomed Mustafaev,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
474,Brad Riddell,1,win,Jamie Mullarkey,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019"
475,Alex Da Silva,3,loss,Brad Riddell,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
476,Alex Da Silva,2,win,Kazula Vargas,UFC Fight Night: Shevchenko vs. Carmouche 2,"Aug. 10, 2019"
477,Alex Da Silva,1,loss,Alexander Yakovlev,UFC Fight Night: Overeem vs. Oleinik,"Apr. 20, 2019"
478,Jake Matthews,14,win,Diego Sanchez,UFC 253: Adesanya vs. Costa,"Sep. 26, 2020"
479,Jake Matthews,13,win,Emil Meek,UFC Fight Night: Felder vs. Hooker,"Feb. 22, 2020"
480,Jake Matthews,12,win,Rostem Akman,UFC 243: Whittaker vs. Adesanya,"Oct. 05, 2019"
481,Jake Matthews,11,loss,Anthony Rocco Martin,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
482,Jake Matthews,10,win,Shinsho Anzai,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018"
483,Jake Matthews,9,win,Li Jingliang,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
484,Jake Matthews,8,win,Bojan Velickovic,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017"
485,Jake Matthews,7,loss,Andrew Holbrook,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016"
486,Jake Matthews,6,loss,Kevin Lee,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016"
487,Jake Matthews,5,win,Johnny Case,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016"
